ACC_ID	STY_count	countS	countT	countY
Q16222	59	25	18	16
Q9H489	41	19	14	8
Q5SRH9	101	49	24	28
P0DN76	31	17	6	8
Q9NRE2	221	139	59	23
Q15849	176	79	62	35
Q9NWZ5	87	35	38	14
Q9H1C4	87	28	20	39
Q8NB14	198	110	60	28
Q96NY9	78	39	27	12
Q8IUG5	379	230	126	23
Q9UJ70	49	26	12	11
A0A0U1RRE5	11	6	4	1
Q3BBV2	132	86	23	23
P60323	34	17	12	5
P0DI83	20	13	7	0
Q969H8	32	13	13	6
Q9NPC6	42	20	15	7
P02144	13	7	4	2
Q9UBF9	93	53	27	13
Q8NCF5	68	42	22	4
Q9UBE8	71	38	19	14
E9PIF3	60	26	25	9
Q99743	171	105	46	20
Q6P988	76	38	24	14
Q86UR1	41	24	12	5
Q969F2	60	35	14	11
Q9NZM5	47	23	20	4
Q9BSC4	114	52	36	26
Q8NFH4	50	21	20	9
Q9NZJ9	25	11	8	6
Q8NGJ6	54	27	15	12
Q8NG77	55	23	20	12
Q8NGY0	60	23	28	9
Q6IF99	59	31	15	13
Q8NGV5	69	33	19	17
A6NJZ3	63	29	25	9
Q9H342	56	26	16	14
Q8TAK6	42	27	8	7
Q02218	145	61	53	31
Q06190	212	115	65	32
O76001	59	25	20	14
Q8N349	63	26	20	17
O95221	77	38	23	16
Q8N148	59	25	24	10
P0DN80	59	26	20	13
Q8NGA2	64	31	21	12
Q15121	24	11	9	4
Q8NG99	61	30	19	12
Q8NGL7	57	19	22	16
Q6IEZ7	60	26	19	15
P0C604	53	20	16	17
Q96RC9	68	34	20	14
O95007	54	24	16	14
Q8NGG1	66	29	21	16
Q96RD1	68	29	27	12
Q9NZP2	58	24	22	12
Q9NZP0	65	24	25	16
Q9HBI0	40	18	17	5
Q9Y5E6	135	70	45	20
P41219	71	46	16	9
O60346	257	159	68	30
O15031	297	124	110	63
Q8NAT1	78	22	37	19
P30041	27	9	14	4
Q96PV4	59	33	21	5
Q9UHV8	23	11	5	7
Q08752	37	17	13	7
Q96KF2	14	9	5	0
A3QJZ6	66	37	19	10
Q9GZV8	102	59	18	25
Q5R3F8	160	84	44	32
P35998	50	15	25	10
Q99436	51	17	23	11
O14684	20	8	6	6
Q7RTV5	28	16	6	6
P61225	28	14	6	8
P15153	32	11	13	8
P62826	23	4	11	8
Q96B01	68	49	16	3
P09455	12	2	7	3
Q9H6H4	47	24	10	13
Q9NW64	61	19	27	15
Q5R372	143	76	37	30
Q96PK6	162	88	27	47
P42696	58	35	17	6
Q9BTD8	34	19	11	4
Q9BXF6	131	91	30	10
Q9P2F6	244	156	62	26
Q8N264	136	78	43	15
O14559	219	151	44	24
Q6ZRI8	66	38	22	6
O75679	50	29	18	3
Q9H9V4	18	9	4	5
Q9NTX7	71	43	21	7
Q6ZNA4	215	137	61	17
Q04912	198	102	63	33
Q6PCB5	130	77	36	17
Q6Q0C1	47	18	17	12
Q9Y265	65	24	29	12
Q14151	125	79	34	12
Q9NR31	31	11	14	6
Q6PCB7	84	33	27	24
Q5K651	247	111	76	60
P61619	78	35	25	18
Q8N2U9	39	16	14	9
Q9NR83	62	36	21	5
Q9Y2K2	204	119	54	31
Q9UBY0	138	65	52	21
P49908	61	34	17	10
Q96BR1	73	34	18	21
P0DJ93	16	9	6	1
Q5TEA6	107	35	25	47
Q08AF3	131	61	38	32
Q9Y6D0	15	10	2	3
P59797	64	27	33	4
Q96BD8	39	16	15	8
P61647	72	28	26	18
A4FU49	109	58	43	8
Q9BWJ5	15	5	5	5
Q2TAL5	80	50	24	6
O75368	15	7	3	5
Q7Z6J0	157	93	53	11
B8ZZ34	52	21	19	12
P81877	59	36	11	12
Q5MJ08	19	11	6	2
Q8IYR2	118	60	41	17
Q9BR10	31	20	8	3
Q8IY18	149	64	58	27
Q9BWW4	63	41	11	11
Q96RM1	7	5	1	1
Q9BUD6	61	36	16	9
Q99954	20	8	5	7
Q6STE5	67	37	17	13
Q9UQ35	829	642	172	15
P37108	26	7	16	3
Q9C093	234	105	93	36
Q9BRL6	95	70	7	18
O94875	228	139	50	39
Q96R06	204	117	82	5
Q15506	20	11	6	3
Q15527	38	15	15	8
Q01105	35	18	10	7
P49589	101	48	30	23
Q9Y3M8	180	103	54	23
Q8NBB2	24	17	6	1
Q9Y365	49	25	12	12
P32856	40	19	17	4
Q7L0J3	115	57	32	26
Q8N3V7	189	123	51	15
Q92777	105	63	27	15
Q92797	172	89	60	23
P0DP42	34	17	12	5
Q7RTU1	38	20	14	4
Q9UGU0	393	253	88	52
Q13428	306	203	99	4
P54577	66	32	17	17
P53999	25	21	2	2
Q9H2D6	473	285	163	25
Q9P2M4	106	60	34	12
Q9NUY8	121	71	27	23
Q0IIM8	189	95	57	37
A2RU30	93	55	32	6
O75347	7	2	1	4
Q9NVG8	56	25	18	13
Q9BXI6	56	35	11	10
P09758	40	15	17	8
Q6DHY5	73	38	22	13
Q9UIF3	59	21	34	4
Q9UJT0	75	44	20	11
P50990	70	28	29	13
Q8NA77	24	14	6	4
Q587J7	166	76	55	35
Q9H0C3	87	36	34	17
Q9BX73	37	15	13	9
A0AVI4	61	24	27	10
Q6UXF1	144	68	70	6
Q92545	397	239	123	35
Q9P0S9	17	10	3	4
Q03169	73	37	24	12
Q86W42	56	29	20	7
A5PLL7	30	9	15	6
O95407	40	17	19	4
Q86YJ6	77	36	30	11
P04216	42	21	16	5
Q6QAJ8	23	10	9	4
Q13472	134	57	52	25
Q9NWD8	66	25	29	12
Q0VDI3	39	21	16	2
Q9BTV4	71	36	23	12
Q9NW97	42	21	13	8
Q0P6H9	114	54	34	26
Q96MV1	46	25	7	14
Q9ULS5	76	41	24	11
Q495A1	43	19	18	6
Q96MW7	108	52	40	16
Q6P9F5	27	15	9	3
Q96DX7	42	27	12	3
Q9Y5H4	161	80	54	27
Q9Y5G4	174	84	62	28
P05166	73	33	27	13
Q460N3	123	57	48	18
Q16549	116	53	42	21
Q8N8D1	31	15	9	7
Q9NQ66	191	90	61	40
Q99453	62	35	17	10
P78356	69	31	24	14
Q8N8J0	44	24	12	8
Q9HBJ0	40	24	11	5
Q99471	20	7	9	4
Q6ZWE6	130	64	37	29
Q9BX93	33	18	7	8
Q8WZA1	94	42	30	22
E7EU14	23	10	9	4
Q12796	48	27	16	5
Q8NA72	114	75	29	10
P37231	83	39	26	18
A6NI47	72	42	20	10
P78527	628	327	183	118
Q8TCE9	23	9	6	8
Q15165	52	24	14	14
Q5VWM6	72	36	22	14
A8MTI9	60	30	21	9
Q9Y3C6	23	6	11	6
A0A1B0GVH4	27	14	11	2
Q9UKY4	117	53	35	29
O43900	91	59	19	13
Q969H6	25	9	9	7
P0DMW2	7	5	2	0
P26599	80	47	23	10
Q6PGN9	68	47	21	0
Q8TD07	39	21	15	3
P11233	25	12	7	6
Q8WWW0	55	26	21	8
Q9NYN1	47	24	17	6
P01116	31	9	13	9
P35243	30	11	13	6
P51148	30	12	12	6
P51149	31	12	13	6
Q8NBN7	47	20	21	6
P05451	38	22	8	8
Q8N1G1	219	125	62	32
Q9H477	54	21	25	8
Q14498	88	56	22	10
Q8TAI7	34	14	10	10
Q7Z6I6	152	107	27	18
Q9UJD0	69	38	26	5
O95153	261	168	70	23
O43665	32	22	6	4
Q5TAB7	20	7	7	6
Q96DV4	57	15	21	21
Q96DB5	54	21	15	18
Q16540	20	7	6	7
Q9NWU5	26	11	5	10
Q96G75	48	31	9	8
Q8N6D2	49	28	14	7
O94763	85	48	31	6
Q8IUD6	73	48	17	8
P10153	25	8	13	4
Q9P1U0	21	10	9	2
O75575	26	11	12	3
Q9BQ52	107	57	35	15
P62875	6	0	2	4
Q96AT9	24	14	7	3
P63162	18	5	11	2
Q9UHP6	44	20	17	7
Q9H1X1	48	23	13	12
Q8N2Y8	286	191	70	25
Q6R2W3	224	127	65	32
Q9Y6R1	166	81	58	27
Q9UIL1	26	18	6	2
O14828	52	26	16	10
Q8WVM8	102	43	36	23
O60783	17	10	4	3
P82673	55	24	19	12
Q8N228	72	46	15	11
Q99250	319	159	100	60
Q8TD22	53	25	21	7
Q9UDX4	51	16	19	16
P31151	17	9	5	3
Q9Y2Q9	28	16	10	2
Q9HCN8	35	20	12	3
Q6P4A7	58	31	19	8
P60903	9	3	4	2
Q13296	16	7	6	3
P12755	104	67	23	14
Q15477	175	81	72	22
A0A1B0GVY4	11	5	4	2
Q96FS4	173	90	66	17
Q5JXA9	65	31	26	8
O15466	67	25	20	22
Q7M4L6	75	49	15	11
O75920	20	13	3	4
Q9BYW2	544	315	155	74
Q8ND83	121	80	26	15
Q8IWX5	67	19	26	22
Q86V20	151	91	36	24
O60880	29	11	9	9
P53814	173	103	64	6
Q6Q759	367	175	130	62
P0CW21	6	4	1	1
Q92673	401	195	123	83
O43609	63	39	14	10
Q9BPZ2	40	18	10	12
Q9BUA3	49	32	17	0
Q12824	64	27	27	10
Q13103	48	30	8	10
Q9H3E2	112	54	28	30
O43295	189	107	51	31
P61278	14	9	4	1
Q5VX52	69	29	25	15
Q8IXZ3	111	91	12	8
Q86TL2	31	18	7	6
O43704	48	15	21	12
Q9UJ98	195	109	55	31
Q96MF2	37	13	13	11
Q6PIF2	36	21	11	4
P40763	119	51	47	21
Q8IWU6	142	56	48	38
Q7Z5A7	27	11	15	1
Q12962	42	23	12	7
Q9HCD6	391	228	99	64
Q15170	25	22	2	1
Q8IUE0	29	17	9	3
Q8TEA7	134	66	42	26
A6NER0	73	38	22	13
Q96SF2	73	31	34	8
Q96M34	107	59	33	15
Q8IZJ6	35	20	11	4
B5MCY1	313	167	66	80
Q15813	72	37	24	11
Q8N1K5	99	43	37	19
Q15388	13	6	4	3
Q86T26	76	38	21	17
Q15785	50	27	10	13
O14657	39	17	12	10
Q9BRJ7	25	14	7	4
Q9BU02	28	8	13	7
Q99595	24	13	8	3
O14669	32	13	12	7
P17152	38	12	12	14
Q9BQJ4	31	15	6	10
Q86X45	59	28	23	8
Q7Z6W1	40	26	10	4
Q9UM00	35	16	14	5
Q9BSF4	24	11	6	7
Q9BT49	47	27	13	7
Q8IYM9	78	44	18	16
Q9Y577	68	33	22	13
Q96Q11	57	20	24	13
Q9H892	98	48	36	14
Q13496	107	52	30	25
Q96GX9	35	13	11	11
Q96RE7	89	49	26	14
P19878	68	29	21	18
Q8NEY1	412	270	113	29
Q4G0N4	63	35	15	13
Q13232	17	7	6	4
Q6J4K2	96	41	35	20
O43181	36	16	18	2
O95803	149	65	43	41
A6NHN6	56	27	24	5
Q6NSJ0	104	47	25	32
Q8WU39	29	13	10	6
Q12965	168	76	42	50
Q86UT6	124	61	41	22
Q9NQS3	100	41	39	20
Q8N8D7	32	12	10	10
Q9HCQ7	33	20	9	4
Q9BVI4	62	32	14	16
Q96PB7	102	36	39	27
Q9NPI5	36	16	11	9
O60462	173	80	54	39
Q12980	95	58	24	13
Q9H0G5	74	44	16	14
Q9Y2I2	102	36	41	25
Q9BRQ3	42	21	16	5
Q6N063	40	13	15	12
P19338	82	36	38	8
Q9UQ80	54	25	22	7
P41146	54	23	20	11
Q8NGJ9	58	25	21	12
Q9UP65	81	36	32	13
Q15646	75	31	23	21
Q8NHA8	59	30	18	11
Q9NRN5	59	15	26	18
O43614	80	33	31	16
P21953	50	20	18	12
Q6ZRI0	526	249	216	61
Q9BXB5	142	79	42	21
Q13310	83	44	21	18
Q7Z3T1	53	22	18	13
Q3SYA9	88	60	25	3
Q13606	72	31	21	20
Q99650	199	96	68	35
Q96DU9	46	21	12	13
Q8NH85	66	23	25	18
Q86V24	50	27	11	12
A6NGG8	269	179	77	13
Q9NRJ5	105	57	35	13
Q8IXS6	57	29	23	5
P35408	102	59	29	14
O14832	44	18	17	9
Q8WW12	32	21	11	0
P12004	44	25	12	7
Q9NTI5	216	110	72	34
P78337	64	40	13	11
Q9Y3A3	36	15	12	9
P19174	202	96	55	51
Q7Z443	317	158	110	49
Q63HM9	50	20	20	10
Q8WUB8	91	45	22	24
P78562	115	51	33	31
Q9BXM7	65	33	19	13
A6NDG6	37	13	16	8
P05164	104	47	38	19
Q6NSJ2	79	45	24	10
P09923	83	32	34	17
Q03052	45	23	16	6
O15305	31	10	11	10
Q86V59	45	29	14	2
A0A1B0GUJ8	18	9	5	4
Q13519	24	17	5	2
Q5VTA0	70	34	21	15
Q96BP3	102	42	42	18
P49683	51	22	17	12
Q9Y244	19	15	3	1
Q5JSZ5	383	273	73	37
Q8TB68	39	21	11	7
O43490	158	68	52	38
P35080	21	7	7	7
P11464	101	38	39	24
Q00888	98	38	35	25
O94906	106	44	42	20
P12272	34	19	12	3
P23468	357	132	149	76
Q96S59	121	69	32	20
Q96BH1	66	29	22	15
Q9P0P0	21	8	9	4
Q5TA31	10	7	2	1
Q9Y535	31	15	11	5
Q9GZS1	68	32	25	11
Q9NSC2	292	197	86	9
P02743	40	19	9	12
P62306	10	3	2	5
P62308	5	4	1	0
A1A4F0	25	9	9	7
Q15437	114	49	42	23
P0CK97	50	28	17	5
Q6P5W5	97	58	27	12
Q5QGT7	37	20	9	8
P60059	4	2	2	0
Q9Y2G9	202	115	52	35
Q96F10	19	6	4	9
Q9Y676	45	20	14	11
Q6AZY7	91	45	36	10
P48443	86	45	26	15
P23297	11	5	4	2
P82930	27	8	12	7
Q6KCM7	69	30	21	18
O00560	43	24	14	5
P31949	20	9	8	3
Q92665	68	35	26	7
Q8NCE0	73	36	17	20
O95968	9	2	5	2
Q92629	43	15	20	8
Q6ZVN7	22	14	6	2
Q2VWA4	123	86	23	14
Q6P3W7	153	76	61	16
P81133	173	93	45	35
Q99720	37	12	17	8
O75264	14	6	6	2
Q14940	144	72	51	21
Q14190	127	63	33	31
Q68CR1	190	78	45	67
A0A1B0GW54	1	1	0	0
Q86UD5	74	37	30	7
A4D0T7	9	5	3	1
A6NJY1	44	21	17	6
Q8NE22	50	24	10	16
Q8N6R1	6	3	2	1
Q9Y371	65	27	26	12
Q9BZQ2	94	45	33	16
Q9GZT3	11	7	4	0
Q15797	85	48	21	16
O60902	39	22	13	4
Q9H7B4	48	24	13	11
Q53HV7	18	10	4	4
Q96A44	32	17	7	8
Q8TEV9	198	109	50	39
Q9H6I2	49	27	7	15
Q16637	50	31	11	8
Q2MJR0	64	41	16	7
Q07955	50	28	7	15
Q14515	103	52	39	12
P30872	68	34	19	15
Q9UNH7	53	29	13	11
O75494	74	48	11	15
Q3SY56	54	32	16	6
Q86TD4	129	68	42	19
O94956	115	66	34	15
Q9Y6L6	143	73	39	31
Q13425	79	45	27	7
P36956	199	117	67	15
O75635	62	35	14	13
Q15431	148	64	63	21
Q9UNK0	25	12	11	2
Q13043	68	27	29	12
P49588	127	49	52	26
Q5T4T6	136	84	40	12
O94901	140	75	48	17
O75558	29	14	9	6
Q9UHE8	51	19	18	14
P27105	44	20	20	4
P0DP57	18	8	9	1
Q16563	48	20	17	11
Q7Z5A8	23	11	12	0
P59533	58	35	17	6
Q6NXT6	90	41	27	22
O75333	67	33	23	11
Q8N3R3	82	44	22	16
Q92994	103	60	30	13
A0A087WXS9	74	38	23	13
Q9UFV1	30	19	9	2
Q9NYW3	50	25	17	8
Q96GX1	113	49	44	20
Q10587	45	26	14	5
Q13888	68	31	23	14
O95759	169	93	47	29
O60343	220	140	52	28
Q15569	84	47	28	9
Q99832	66	24	31	11
O60907	109	60	40	9
Q9HAU6	36	17	15	4
O60784	69	37	30	2
Q9BZW4	60	20	14	26
Q4W5P6	17	10	7	0
Q8N4H5	5	3	1	1
C9JI98	18	12	3	3
Q9Y2C9	136	70	45	21
P45378	19	8	7	4
Q9NP84	15	10	5	0
P36941	65	27	28	10
Q9BXS4	62	32	19	11
Q9UN74	153	85	46	22
Q15154	357	217	111	29
Q6UW63	73	30	21	22
Q8TCI5	31	10	8	13
P17858	118	47	48	23
Q9UHJ9	48	19	17	12
A6NFU8	23	10	7	6
Q96G03	100	47	34	19
Q96KN3	71	38	27	6
P15735	51	24	18	9
Q6P1J6	227	103	90	34
O75170	138	76	56	6
Q8TCS8	130	59	50	21
O60260	64	30	24	10
Q5VWM3	66	37	19	10
Q9ULR3	83	43	26	14
Q86XI6	55	25	14	16
Q7Z4L9	43	24	9	10
Q9UIG5	28	17	10	1
Q00889	99	36	36	27
Q9BZE2	63	21	27	15
Q9UMZ3	533	209	215	109
P14927	11	2	2	7
O60894	19	5	10	4
O75943	114	65	33	16
C9J798	118	60	43	15
O75884	29	10	13	6
P61019	32	10	15	7
Q9P2K3	77	35	29	13
Q86UN3	62	36	16	10
Q96HR9	30	11	9	10
P61574	21	8	11	2
Q8TBY0	91	36	30	25
Q92804	130	62	14	54
Q9UNA1	145	84	44	17
Q06587	69	33	27	9
Q6NUQ1	119	61	38	20
Q9H310	65	31	23	11
Q2PPJ7	326	166	107	53
Q9Y4F9	199	115	59	25
O15539	24	14	5	5
P62906	27	13	8	6
P62987	15	4	8	3
Q9BXT8	248	116	81	51
Q8NHW5	44	18	20	6
Q9Y225	10	4	1	5
Q9Y6G3	22	6	9	7
Q5T653	39	19	15	5
Q63HN8	761	383	249	129
O75792	49	23	16	10
Q2M238	20	9	5	6
Q8NC42	51	28	15	8
Q96A37	35	21	7	7
P10155	75	28	35	12
Q9H9Y6	171	72	54	45
P05423	41	18	23	0
Q8IXW5	117	68	36	13
Q96E11	37	17	17	3
Q9BWH6	202	109	68	25
Q9BZX4	26	9	13	4
Q5JNZ5	13	6	4	3
P42677	14	6	6	2
P62081	21	13	7	1
Q86UD0	45	28	15	2
Q6NUJ1	66	37	23	6
Q86WA9	95	42	33	20
Q66K80	38	27	10	1
Q8TE54	110	54	33	23
Q9NSI8	76	49	18	9
P0CK96	83	42	31	10
O75446	29	15	8	6
Q9Y3V2	41	20	17	4
Q5HYW3	54	32	14	8
Q96DX8	43	23	13	7
P31641	108	42	32	34
O43819	35	14	12	9
Q99500	59	33	16	10
Q6PIV7	38	11	17	10
Q07699	40	14	16	10
P82663	19	7	6	6
Q86SK9	48	22	13	13
O76054	53	20	16	17
Q16348	119	55	35	29
P04278	53	35	17	1
Q9P2F8	329	191	96	42
Q9UHD8	93	48	36	9
Q13291	70	29	27	14
O43166	414	260	103	51
Q53EL9	185	84	71	30
Q9Y6X1	7	5	2	0
P55822	24	14	8	2
Q15427	43	22	10	11
Q9UQQ2	88	60	18	10
O43765	46	25	11	10
Q8N114	46	16	16	14
Q8WW59	30	14	11	5
O95863	49	33	10	6
Q07889	210	111	58	41
Q8NHX4	43	33	9	1
Q9H4F8	74	34	29	11
Q9H0W8	87	48	25	14
O43791	53	34	10	9
Q08945	126	72	32	22
Q13247	95	74	7	14
A8MWV9	31	13	14	4
Q6UXR4	40	22	16	2
A6NKU9	65	34	13	18
Q15005	41	22	11	8
Q9BV90	17	6	6	5
Q495Y7	20	12	1	7
Q9Y5W7	128	58	38	32
Q06520	45	25	11	9
O15260	38	15	14	9
P50225	50	18	18	14
Q96A49	40	20	15	5
Q7L1I2	108	45	33	30
Q6XYQ8	94	45	37	12
Q9NYV8	60	37	17	6
Q8IZX4	271	130	89	52
Q9NYW2	52	20	19	13
C9J3V5	22	16	6	0
P04053	76	38	27	11
P0DPH8	68	20	29	19
P01033	37	15	16	6
Q5BJD5	47	21	14	12
Q8NBN3	88	42	29	17
Q6ZXV5	132	61	44	27
Q15399	148	84	42	22
Q9HC07	43	14	23	6
Q92544	113	46	30	37
Q15025	78	42	25	11
Q9Y275	45	22	16	7
Q5SNT2	123	72	37	14
Q6P3W6	121	74	24	23
P60321	19	9	5	5
O95182	23	14	5	4
O95299	59	23	17	19
P12829	18	5	10	3
Q8WXR4	212	98	63	51
P35580	200	92	75	33
P60660	17	4	9	4
Q92802	87	43	21	23
O76050	88	53	28	7
P01138	42	19	20	3
Q9NPE2	44	27	14	3
Q9GZT8	67	35	25	7
P51956	78	40	24	14
Q9GZP1	34	21	8	5
Q9Y5X4	64	41	19	4
Q6ZUT1	65	40	18	7
Q14596	144	81	46	17
Q07444	40	26	10	4
P30414	404	296	68	40
Q5SY16	119	56	37	26
Q7Z2Y5	233	132	62	39
Q9BQG2	57	25	21	11
Q9UKK9	33	10	16	7
Q96G91	53	27	11	15
Q13438	80	39	23	18
Q96HP4	46	23	18	5
O43316	52	28	20	4
Q9H792	347	201	106	40
Q16654	72	38	17	17
Q86WK9	52	21	15	16
Q9Y5H7	156	85	46	25
Q96A54	52	20	18	14
Q9Y5E5	127	67	42	18
I0J062	32	21	11	0
O43924	21	11	8	2
Q9NZ42	16	5	5	6
P54750	97	43	35	19
O14737	15	7	5	3
Q9H3S5	71	20	21	30
Q9HBL7	20	10	6	4
P56589	64	32	22	10
Q13393	159	74	44	41
Q99541	96	46	35	15
Q9UBF8	136	79	37	20
Q9Y446	127	79	29	19
Q8WWQ0	317	170	101	46
Q9HCM2	315	144	105	66
Q6P1K2	26	13	8	5
O14830	127	71	32	24
Q9UNA4	125	76	31	18
A4D2B8	69	36	28	5
Q9UKI9	91	65	21	5
P49335	68	40	23	5
Q9NRX1	30	12	16	2
Q06830	27	13	9	5
B7ZBB8	35	23	7	5
A6NGN4	62	27	25	10
A6NIE9	51	25	14	12
Q96M27	88	44	37	7
O43172	84	40	31	13
I3L0S3	22	13	7	2
Q15257	46	19	15	12
Q6DKI7	55	29	23	3
Q2TAK8	116	77	21	18
Q14761	30	19	8	3
Q8WV60	57	27	19	11
O15172	13	10	2	1
O15541	51	21	16	14
A6NC62	17	7	10	0
Q15042	134	71	44	19
Q13127	167	94	51	22
Q96E17	42	16	18	8
P54727	78	32	39	7
P50120	20	3	13	4
Q9HD89	18	10	8	0
Q8IZV5	41	12	20	9
Q9NYR8	45	22	17	6
Q7Z4M0	38	19	15	4
Q6ZUM4	144	75	43	26
P51606	39	13	12	14
O75678	53	35	16	2
Q14699	93	53	28	12
Q3KRB8	31	18	8	5
Q8HWS3	194	101	59	34
Q9H4K1	39	17	18	4
Q9C0H5	187	103	46	38
P13489	61	45	13	3
Q6NTF9	80	46	22	12
O60518	131	61	43	27
A6NKF1	33	16	11	6
O94855	164	76	50	38
Q92541	111	75	27	9
Q9BWG6	33	19	9	5
Q9NP94	36	23	10	3
Q01959	105	48	33	24
Q6UVJ0	96	51	38	7
Q9Y2B1	63	27	19	17
Q9H228	60	32	19	9
A0A286YEY9	12	6	4	2
Q9Y3D3	17	4	10	3
Q9UKG4	105	50	41	14
Q12872	185	106	47	32
Q92552	65	32	14	19
Q9H0K1	137	76	34	27
Q92599	70	35	24	11
Q86TU7	103	49	33	21
Q9NRG4	60	27	13	20
Q96KF7	17	7	6	4
Q76I76	274	162	86	26
O76094	101	49	32	20
O15370	31	18	8	5
Q2M3C7	349	236	85	28
P35326	9	4	2	3
A6NNA2	129	107	16	6
Q9H3U7	71	34	25	12
Q05519	96	68	24	4
P32745	69	37	19	13
Q9UHV2	29	22	5	2
Q8WV41	90	51	21	18
O15524	30	19	7	4
P36952	58	32	21	5
P12931	96	37	36	23
Q9UMY4	18	7	7	4
O95721	42	21	13	8
P0CL83	31	12	12	7
Q15208	73	27	31	15
Q9BR01	42	18	11	13
Q8TBR4	27	15	9	3
O95630	63	29	24	10
Q8N300	6	3	2	1
Q6NVH7	29	13	12	4
Q8IV01	77	45	20	12
Q86TB9	103	57	30	16
Q8TEW8	171	93	50	28
Q9HCL0	220	122	67	31
Q9NV79	53	25	14	14
P51160	122	41	51	30
Q9H999	61	26	20	15
P49585	57	30	15	12
Q9H6A9	359	206	94	59
P48539	8	5	3	0
O00764	42	19	13	10
Q9NST1	81	51	20	10
Q9BZ71	164	110	32	22
Q8TBF5	34	16	10	8
Q00G26	50	28	19	3
O60240	85	46	32	7
Q8IYJ0	39	23	13	3
P37287	86	36	33	17
Q9Y342	34	15	9	10
O94827	174	106	49	19
P18669	29	11	10	8
P35232	35	17	14	4
Q5SXH7	94	62	23	9
Q8IZ21	129	71	53	5
Q96KR7	98	59	34	5
Q99569	274	145	80	49
P53816	21	11	2	8
O15212	13	6	4	3
Q9Y237	14	9	3	2
Q68D20	46	32	14	0
P20265	59	35	18	6
P86480	21	9	8	4
P00491	37	13	15	9
Q9NQV6	205	89	86	30
Q92733	78	37	27	14
Q86WC6	22	9	7	6
P28072	42	16	17	9
Q96HE9	65	36	27	2
Q8N271	112	60	36	16
Q8NHR9	27	10	9	8
Q16557	101	38	36	27
P02810	9	9	0	0
Q9HD43	243	95	112	36
P11686	29	14	8	7
P24386	129	65	40	24
P07919	9	4	5	0
Q5T6V5	51	25	11	15
P17812	87	41	26	20
Q9BZG1	35	15	14	6
O95294	100	52	35	13
Q9H4I0	83	49	24	10
Q9NW13	83	46	31	6
P00797	89	37	35	17
P61573	20	8	11	1
Q96QB1	287	182	77	28
Q8TB24	163	89	52	22
Q99578	34	16	10	8
P62750	16	4	7	5
Q9NSD7	77	40	23	14
O43567	58	30	16	12
P78317	35	16	15	4
Q8N5N7	27	17	6	4
Q5TBB1	45	22	12	11
Q8WVD3	50	23	18	9
O15446	65	27	37	1
Q9H9Y2	51	21	21	9
Q9Y4G8	272	158	86	28
Q14690	274	138	97	39
Q5VZM2	61	34	17	10
P62277	23	11	6	6
P62269	15	3	9	3
Q96DX4	92	47	31	14
Q8N6K7	67	27	23	17
Q96GQ5	63	34	22	7
Q96KT7	55	28	17	10
Q9BY42	45	25	16	4
P35542	23	13	3	7
Q8NET4	366	220	136	10
Q9BWD3	14	4	7	3
Q9C0K1	64	30	25	9
Q9NZJ4	718	360	224	134
Q6ZR62	54	23	26	5
P08621	46	23	10	13
Q6IA17	67	41	13	13
Q96ST3	198	92	62	44
Q5TAH2	195	82	63	50
Q8WWX9	16	4	7	5
O15304	23	14	6	3
Q9BVH7	55	25	20	10
Q5HYK7	121	70	37	14
O43175	70	32	35	3
Q9Y617	50	27	10	13
A8K8P3	140	61	50	29
P84022	69	33	23	13
Q8NDV3	152	75	49	28
Q99717	84	51	19	14
Q9H040	89	56	20	13
Q13813	280	150	89	41
Q9Y6N5	71	25	27	19
H3BR10	16	10	4	2
Q9UPR3	160	95	35	30
A8MU46	71	41	25	5
Q8NEY3	47	26	11	10
Q9BXU1	158	85	42	31
Q8NE28	98	63	24	11
Q9UEE5	60	32	19	9
Q9P2P6	915	569	272	74
P52630	117	57	42	18
P42226	116	66	38	12
A4D263	85	34	33	18
Q8WWQ8	419	159	181	79
Q9BRV3	43	14	16	13
Q12846	37	18	16	3
A6NGW2	224	130	81	13
Q9C0K7	94	55	27	12
Q9BVX2	54	23	21	10
Q15560	45	20	23	2
Q14DG7	191	101	69	21
Q70YC4	42	22	18	2
P19484	72	48	15	9
Q9Y4R8	104	62	31	11
P21675	293	143	95	55
Q8WW35	19	8	5	6
Q99593	106	56	30	20
Q99426	45	21	10	14
P10600	60	23	24	13
Q6ZNM6	20	11	5	4
P40227	61	26	28	7
O60682	36	22	9	5
Q9UHF3	37	19	11	7
Q14919	32	18	12	2
Q8TBE9	38	15	15	8
Q9HCD5	104	62	24	18
P28331	103	42	45	16
Q9Y2G5	64	29	17	18
Q8NGS7	59	30	17	12
A6NM03	63	25	23	15
Q8NH76	47	23	15	9
Q8NGH5	52	26	16	10
Q8NGY1	66	31	21	14
Q8NGH6	44	22	12	10
Q15612	67	25	27	15
Q8NGS0	63	27	24	12
Q9P0S3	29	10	12	7
Q96G74	76	42	19	15
Q96MR7	33	21	10	2
Q96R84	60	29	22	9
Q5BKU9	12	7	4	1
Q8NGU1	56	24	18	14
Q8TDS5	80	53	17	10
P47888	58	25	23	10
Q8NGI6	56	23	24	9
O76100	61	28	20	13
Q8NGD3	70	37	20	13
Q8NH42	58	31	15	12
Q8NGD5	55	27	16	12
P47893	54	22	23	9
Q5TZ20	56	24	19	13
Q96HM7	45	22	11	12
O95948	94	54	32	8
Q8NGL4	73	31	28	14
