ACC_ID	Pfam_ID	#Psites_pfam	#pS	#pT	#pY	STY_count	countS	countT	countY	domain_length	perc.psites	Pfam_fam	Pfam_short	Pfam_desc
Q9H361	PF00076	7	5	0	2	40	18	12	10	278	17.5	RRM	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Q9NTZ6	PF00076	1	1	0	0	21	7	6	8	209	4.76190476190476	RRM	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Q9NW13	PF00076	3	3	0	0	21	11	8	2	213	14.2857142857143	RRM	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Q9NWH9	PF00076	1	1	0	0	17	10	5	2	71	5.88235294117647	RRM	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Q9NX07	PF00076	1	0	1	0	19	5	9	5	143	5.26315789473684	RRM	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Q9NZI8	PF00076	1	1	0	0	20	8	7	5	134	5	RRM	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Q9P2K5	PF00076	1	1	0	0	21	11	7	3	210	4.76190476190476	RRM	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Q9P2N5	PF00076	1	0	1	0	8	3	4	1	67	12.5	RRM	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Q9UHX1	PF00076	1	1	0	0	26	13	5	8	142	3.84615384615385	RRM	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Q9UKM9	PF00076	2	1	1	0	10	4	3	3	64	20	RRM	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Q9UNP9	PF00076	1	0	0	1	6	1	3	2	71	16.6666666666667	RRM	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
A6NFY4	PF10225	1	0	0	1	45	21	9	15	249	2.22222222222222		NEMP	NEMP family 
O14524	PF10225	1	1	0	0	42	19	11	12	247	2.38095238095238		NEMP	NEMP family 
A6NG13	PF04666	1	0	1	0	47	24	11	12	292	2.12765957446808		Glyco_transf_54	N-Acetylglucosaminyltransferase-IV (GnT-IV) conserved region
A6NGE7	PF09349	1	1	0	0	17	11	5	1	157	5.88235294117647		OHCU_decarbox	OHCU decarboxylase
A6NGG8	PF15449	1	1	0	0	266	177	76	13	1264	0.37593984962406		Retinal	Retinal protein
A6NGK3	PF05831	2	2	0	0	12	6	4	2	110	16.6666666666667		GAGE	GAGE protein
O60829	PF05831	3	1	2	0	11	6	5	0	98	27.2727272727273		GAGE	GAGE protein
O75459	PF05831	3	2	0	1	18	10	6	2	144	16.6666666666667		GAGE	GAGE protein
O76087	PF05831	1	0	1	0	13	5	5	3	111	7.69230769230769		GAGE	GAGE protein
P0CL80	PF05831	1	0	1	0	13	5	5	3	111	7.69230769230769		GAGE	GAGE protein
P0CL81	PF05831	1	0	1	0	13	5	5	3	111	7.69230769230769		GAGE	GAGE protein
P0CL82	PF05831	1	0	1	0	13	5	5	3	111	7.69230769230769		GAGE	GAGE protein
Q13065	PF05831	1	0	1	0	13	5	5	3	111	7.69230769230769		GAGE	GAGE protein
Q13066	PF05831	1	0	1	0	12	5	5	2	110	8.33333333333333		GAGE	GAGE protein
Q4V321	PF05831	1	0	1	0	13	5	5	3	111	7.69230769230769		GAGE	GAGE protein
Q4V326	PF05831	1	0	1	0	13	5	5	3	110	7.69230769230769		GAGE	GAGE protein
Q5JRK9	PF05831	1	0	1	0	13	8	5	0	107	7.69230769230769		GAGE	GAGE protein
Q6NT46	PF05831	1	0	1	0	12	5	5	2	110	8.33333333333333		GAGE	GAGE protein
Q7Z2X7	PF05831	4	3	1	0	12	8	4	0	107	33.3333333333333		GAGE	GAGE protein
Q8WTP9	PF05831	2	2	0	0	11	6	4	1	105	18.1818181818182		GAGE	GAGE protein
Q96GT9	PF05831	1	0	1	0	12	4	7	1	105	8.33333333333333		GAGE	GAGE protein
Q9UEU5	PF05831	1	0	1	0	12	5	5	2	110	8.33333333333333		GAGE	GAGE protein
A6NHC0	PF00648	1	1	0	0	39	20	10	9	297	2.56410256410256	Peptidase_CA	Peptidase_C2	Calpain family cysteine protease
O15484	PF00648	1	0	1	0	39	18	13	8	315	2.56410256410256	Peptidase_CA	Peptidase_C2	Calpain family cysteine protease
O75808	PF00648	1	1	0	0	42	25	11	6	304	2.38095238095238	Peptidase_CA	Peptidase_C2	Calpain family cysteine protease
Q9UMQ6	PF00648	2	2	0	0	46	26	13	7	297	4.34782608695652	Peptidase_CA	Peptidase_C2	Calpain family cysteine protease
A6NHG4	PF01187	2	1	1	0	17	10	7	0	105	11.7647058823529	MIF	MIF	Macrophage migration inhibitory factor (MIF)
P30046	PF01187	2	1	1	0	16	9	7	0	115	12.5	MIF	MIF	Macrophage migration inhibitory factor (MIF)
A6NHL2	PF03953	2	0	0	2	20	9	8	3	131	10	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
P04350	PF03953	5	1	3	1	19	9	7	3	123	26.3157894736842	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
P07437	PF03953	7	2	4	1	17	7	7	3	123	41.1764705882353	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
P0DPH7	PF03953	6	1	3	2	17	3	9	5	131	35.2941176470588	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
P0DPH8	PF03953	4	1	1	2	17	3	9	5	131	23.5294117647059	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
P23258	PF03953	1	1	0	0	26	12	11	3	130	3.84615384615385	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
P68363	PF03953	9	2	3	4	17	4	8	5	131	52.9411764705882	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
P68366	PF03953	8	2	2	4	16	4	7	5	131	50	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
P68371	PF03953	6	2	3	1	18	8	7	3	123	33.3333333333333	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
Q13509	PF03953	3	2	0	1	19	9	7	3	123	15.7894736842105	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
Q13885	PF03953	5	2	2	1	19	9	7	3	123	26.3157894736842	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
Q3ZCM7	PF03953	1	0	1	0	16	6	7	3	123	6.25	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
Q6PEY2	PF03953	7	1	4	2	17	3	9	5	131	41.1764705882353	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
Q71U36	PF03953	8	1	3	4	17	3	9	5	131	47.0588235294118	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
Q9BQE3	PF03953	6	0	2	4	17	2	10	5	131	35.2941176470588	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
Q9BUF5	PF03953	4	1	2	1	19	9	7	3	123	21.0526315789474	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
Q9BVA1	PF03953	5	2	2	1	19	9	7	3	123	26.3157894736842	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
Q9NRH3	PF03953	1	1	0	0	27	14	10	3	130	3.7037037037037	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
Q9NY65	PF03953	2	0	1	1	19	6	8	5	131	10.5263157894737	Tubulin_C	Tubulin_C	Tubulin C-terminal domain
A6NHR9	PF06470	1	1	0	0	17	5	8	4	129	5.88235294117647		SMC_hinge	SMC proteins Flexible Hinge Domain
Q9UQE7	PF06470	2	0	1	1	18	5	8	5	115	11.1111111111111		SMC_hinge	SMC proteins Flexible Hinge Domain
A6NHR9	PF13589	1	0	0	1	26	17	4	5	157	3.84615384615385	His_Kinase_A	HATPase_c_3	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
Q58FG1	PF13589	1	0	1	0	29	12	11	6	123	3.44827586206897	His_Kinase_A	HATPase_c_3	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
Q86VD1	PF13589	1	0	0	1	22	13	7	2	138	4.54545454545455	His_Kinase_A	HATPase_c_3	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
Q9Y6X9	PF13589	1	0	1	0	20	7	11	2	144	5	His_Kinase_A	HATPase_c_3	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
A6NI72	PF00787	1	0	1	0	12	3	6	3	92	8.33333333333333		PX	PX domain
A8MVU1	PF00787	1	0	1	0	13	4	6	3	92	7.69230769230769		PX	PX domain
O14939	PF00787	2	2	0	0	20	8	6	6	103	10		PX	PX domain
O60493	PF00787	2	1	0	1	6	4	1	1	92	33.3333333333333		PX	PX domain
O60749	PF00787	3	2	0	1	20	13	4	3	96	15		PX	PX domain
O95219	PF00787	1	1	0	0	14	6	3	5	92	7.14285714285714		PX	PX domain
P14598	PF00787	1	0	1	0	13	4	6	3	92	7.69230769230769		PX	PX domain
Q13393	PF00787	1	1	0	0	14	4	6	4	104	7.14285714285714		PX	PX domain
Q13596	PF00787	2	2	0	0	12	8	2	2	96	16.6666666666667		PX	PX domain
Q15036	PF00787	2	1	0	1	11	5	2	4	83	18.1818181818182		PX	PX domain
Q53T59	PF00787	2	1	1	0	12	8	1	3	82	16.6666666666667		PX	PX domain
Q969T3	PF00787	1	0	1	0	7	4	2	1	82	14.2857142857143		PX	PX domain
Q96L93	PF00787	1	0	0	1	13	5	5	3	75	7.69230769230769		PX	PX domain
Q9H3E2	PF00787	1	1	0	0	14	11	2	1	85	7.14285714285714		PX	PX domain
Q9NRS6	PF00787	1	1	0	0	7	3	2	2	88	14.2857142857143		PX	PX domain
Q9UMY4	PF00787	3	2	0	1	5	4	0	1	92	60		PX	PX domain
Q9Y5X1	PF00787	1	0	1	0	12	5	5	2	85	8.33333333333333		PX	PX domain
Q9Y5X3	PF00787	2	2	0	0	19	8	8	3	115	10.5263157894737		PX	PX domain
A6NI87	PF14645	1	0	1	0	21	10	8	3	123	4.76190476190476		Chibby	Chibby family
Q9Y3M2	PF14645	2	2	0	0	19	12	6	1	116	10.5263157894737		Chibby	Chibby family
A6NIH7	PF05351	2	2	0	0	26	9	9	8	160	7.69230769230769	E-set	GMP_PDE_delta	GMP-PDE, delta subunit
A6NIV6	PF12799	1	1	0	0	5	3	0	2	43	20	LRR	LRR_4	Leucine Rich repeats (2 copies)
P39687	PF12799	1	1	0	0	6	4	2	0	48	16.6666666666667	LRR	LRR_4	Leucine Rich repeats (2 copies)
Q8IUZ0	PF12799	1	1	0	0	3	2	1	0	43	33.3333333333333	LRR	LRR_4	Leucine Rich repeats (2 copies)
Q92688	PF12799	3	2	1	0	7	3	3	1	46	42.8571428571429	LRR	LRR_4	Leucine Rich repeats (2 copies)
A6NJ78	PF01795	1	1	0	0	49	23	18	8	339	2.04081632653061	NADP_Rossmann	Methyltransf_5	MraW methylase family
P0C7V9	PF01795	1	1	0	0	26	11	8	7	158	3.84615384615385	NADP_Rossmann	Methyltransf_5	MraW methylase family
A6NJB7	PF15455	1	1	0	0	56	37	16	3	356	1.78571428571429		Pro-rich_19	Proline-rich 19
A6NJG6	PF00046	1	0	1	0	8	3	4	1	57	12.5	HTH	Homeodomain	Homeodomain
O15266	PF00046	1	1	0	0	7	3	3	1	57	14.2857142857143	HTH	Homeodomain	Homeodomain
O60902	PF00046	1	1	0	0	7	3	3	1	57	14.2857142857143	HTH	Homeodomain	Homeodomain
O95076	PF00046	1	0	1	0	9	1	6	2	57	11.1111111111111	HTH	Homeodomain	Homeodomain
P14859	PF00046	2	1	1	0	7	3	4	0	57	28.5714285714286	HTH	Homeodomain	Homeodomain
P20264	PF00046	1	1	0	0	7	5	2	0	57	14.2857142857143	HTH	Homeodomain	Homeodomain
P20265	PF00046	1	1	0	0	8	6	2	0	57	12.5	HTH	Homeodomain	Homeodomain
P26367	PF00046	1	0	1	0	6	2	3	1	57	16.6666666666667	HTH	Homeodomain	Homeodomain
P31275	PF00046	1	1	0	0	5	3	1	1	57	20	HTH	Homeodomain	Homeodomain
P35452	PF00046	1	1	0	0	4	2	1	1	57	25	HTH	Homeodomain	Homeodomain
P35453	PF00046	1	0	1	0	7	2	3	2	57	14.2857142857143	HTH	Homeodomain	Homeodomain
P39880	PF00046	1	1	0	0	10	3	4	3	57	10	HTH	Homeodomain	Homeodomain
P49335	PF00046	1	1	0	0	7	5	2	0	57	14.2857142857143	HTH	Homeodomain	Homeodomain
P61371	PF00046	1	1	0	0	7	1	5	1	57	14.2857142857143	HTH	Homeodomain	Homeodomain
Q03014	PF00046	1	1	0	0	7	3	3	1	57	14.2857142857143	HTH	Homeodomain	Homeodomain
Q15475	PF00046	1	1	0	0	12	4	5	3	55	8.33333333333333	HTH	Homeodomain	Homeodomain
Q6NT76	PF00046	1	1	0	0	9	4	2	3	72	11.1111111111111	HTH	Homeodomain	Homeodomain
Q6XYB7	PF00046	1	1	0	0	7	2	4	1	57	14.2857142857143	HTH	Homeodomain	Homeodomain
Q92826	PF00046	1	0	1	0	9	4	3	2	57	11.1111111111111	HTH	Homeodomain	Homeodomain
Q96A47	PF00046	1	1	0	0	7	1	5	1	57	14.2857142857143	HTH	Homeodomain	Homeodomain
Q9H2P0	PF00046	1	1	0	0	9	5	2	2	49	11.1111111111111	HTH	Homeodomain	Homeodomain
Q9H4I2	PF00046	1	1	0	0	19	11	6	2	109	5.26315789473684	HTH	Homeodomain	Homeodomain
Q9NPC8	PF00046	1	1	0	0	13	5	5	3	55	7.69230769230769	HTH	Homeodomain	Homeodomain
Q9UIU6	PF00046	1	1	0	0	9	4	2	3	53	11.1111111111111	HTH	Homeodomain	Homeodomain
Q9UKI9	PF00046	2	1	1	0	8	5	3	0	57	25	HTH	Homeodomain	Homeodomain
Q9UKY1	PF00046	4	3	1	0	38	14	17	7	202	10.5263157894737	HTH	Homeodomain	Homeodomain
Q9Y6X8	PF00046	1	0	1	0	26	12	11	3	157	3.84615384615385	HTH	Homeodomain	Homeodomain
A6NK02	PF00622	1	0	1	0	20	7	8	5	118	5	Concanavalin	SPRY	SPRY domain
O15344	PF00622	1	1	0	0	20	8	6	6	116	5	Concanavalin	SPRY	SPRY domain
O75678	PF00622	1	0	1	0	20	10	9	1	118	5	Concanavalin	SPRY	SPRY domain
Q14142	PF00622	1	1	0	0	16	6	3	7	118	6.25	Concanavalin	SPRY	SPRY domain
Q5W111	PF00622	1	1	0	0	17	7	4	6	114	5.88235294117647	Concanavalin	SPRY	SPRY domain
Q6AZZ1	PF00622	1	1	0	0	22	7	5	10	117	4.54545454545455	Concanavalin	SPRY	SPRY domain
Q6UX41	PF00622	1	0	1	0	22	5	8	9	118	4.54545454545455	Concanavalin	SPRY	SPRY domain
Q8IYM9	PF00622	1	1	0	0	32	16	4	12	141	3.125	Concanavalin	SPRY	SPRY domain
Q8WV44	PF00622	2	1	1	0	25	13	7	5	145	8	Concanavalin	SPRY	SPRY domain
Q92736	PF00622	2	2	0	0	62	28	20	14	393	3.2258064516129	Concanavalin	SPRY	SPRY domain
Q96PL5	PF00622	1	1	0	0	22	10	7	5	110	4.54545454545455	Concanavalin	SPRY	SPRY domain
Q9BUJ2	PF00622	1	0	1	0	18	9	5	4	131	5.55555555555556	Concanavalin	SPRY	SPRY domain
Q9C019	PF00622	1	1	0	0	17	8	8	1	118	5.88235294117647	Concanavalin	SPRY	SPRY domain
Q9C035	PF00622	1	0	1	0	22	10	5	7	132	4.54545454545455	Concanavalin	SPRY	SPRY domain
A6NK59	PF12796	1	0	1	0	43	22	12	9	358	2.32558139534884	Ank	Ank_2	Ankyrin repeats (3 copies)
O75832	PF12796	1	1	0	0	12	7	4	1	96	8.33333333333333	Ank	Ank_2	Ankyrin repeats (3 copies)
P58546	PF12796	1	0	1	0	9	3	3	3	93	11.1111111111111	Ank	Ank_2	Ankyrin repeats (3 copies)
Q12955	PF12796	3	2	0	1	98	38	46	14	801	3.06122448979592	Ank	Ank_2	Ankyrin repeats (3 copies)
Q53RE8	PF12796	2	1	0	1	22	11	7	4	147	9.09090909090909	Ank	Ank_2	Ankyrin repeats (3 copies)
Q6ZVZ8	PF12796	1	1	0	0	21	11	8	2	287	4.76190476190476	Ank	Ank_2	Ankyrin repeats (3 copies)
Q86YT6	PF12796	1	1	0	0	14	6	7	1	161	7.14285714285714	Ank	Ank_2	Ankyrin repeats (3 copies)
Q8N9B4	PF12796	1	1	0	0	20	7	12	1	189	5	Ank	Ank_2	Ankyrin repeats (3 copies)
Q8NB46	PF12796	2	0	1	1	117	45	51	21	833	1.70940170940171	Ank	Ank_2	Ankyrin repeats (3 copies)
Q8WXD9	PF12796	3	2	1	0	28	17	9	2	266	10.7142857142857	Ank	Ank_2	Ankyrin repeats (3 copies)
Q92527	PF12796	1	1	0	0	9	3	3	3	94	11.1111111111111	Ank	Ank_2	Ankyrin repeats (3 copies)
Q92882	PF12796	1	1	0	0	16	6	6	4	172	6.25	Ank	Ank_2	Ankyrin repeats (3 copies)
Q96DX5	PF12796	1	1	0	0	40	27	10	3	336	2.5	Ank	Ank_2	Ankyrin repeats (3 copies)
Q96JP0	PF12796	1	1	0	0	27	14	9	4	165	3.7037037037037	Ank	Ank_2	Ankyrin repeats (3 copies)
Q9BSK4	PF12796	1	0	1	0	34	12	14	8	263	2.94117647058823	Ank	Ank_2	Ankyrin repeats (3 copies)
Q9BXW6	PF12796	1	0	1	0	10	2	6	2	105	10	Ank	Ank_2	Ankyrin repeats (3 copies)
Q9BXX2	PF12796	1	0	1	0	22	8	10	4	188	4.54545454545455	Ank	Ank_2	Ankyrin repeats (3 copies)
Q9P0K7	PF12796	1	1	0	0	22	14	7	1	173	4.54545454545455	Ank	Ank_2	Ankyrin repeats (3 copies)
Q9ULH0	PF12796	3	0	3	0	48	14	24	10	433	6.25	Ank	Ank_2	Ankyrin repeats (3 copies)
Q9ULT8	PF12796	1	1	0	0	10	6	3	1	88	10	Ank	Ank_2	Ankyrin repeats (3 copies)
Q9Y2X7	PF12796	1	0	1	0	14	4	7	3	93	7.14285714285714	Ank	Ank_2	Ankyrin repeats (3 copies)
Q9Y575	PF12796	1	1	0	0	30	16	10	4	258	3.33333333333333	Ank	Ank_2	Ankyrin repeats (3 copies)
A6NKC9	PF00017	1	1	0	0	16	7	5	4	76	6.25	SH2-like	SH2	SH2 domain
O14543	PF00017	1	1	0	0	18	10	6	2	82	5.55555555555556	SH2-like	SH2	SH2 domain
O15357	PF00017	1	1	0	0	12	5	3	4	82	8.33333333333333	SH2-like	SH2	SH2 domain
O43639	PF00017	1	1	0	0	13	7	2	4	75	7.69230769230769	SH2-like	SH2	SH2 domain
O75815	PF00017	1	1	0	0	14	8	2	4	81	7.14285714285714	SH2-like	SH2	SH2 domain
P00519	PF00017	1	0	0	1	21	13	2	6	76	4.76190476190476	SH2-like	SH2	SH2 domain
P06239	PF00017	3	0	2	1	14	8	3	3	83	21.4285714285714	SH2-like	SH2	SH2 domain
P06241	PF00017	4	1	0	3	16	4	6	6	83	25	SH2-like	SH2	SH2 domain
P07947	PF00017	6	1	1	4	14	3	5	6	83	42.8571428571429	SH2-like	SH2	SH2 domain
P07948	PF00017	3	1	0	2	15	8	3	4	83	20	SH2-like	SH2	SH2 domain
P08631	PF00017	2	1	0	1	20	9	6	5	83	10	SH2-like	SH2	SH2 domain
P09769	PF00017	3	1	0	2	16	5	5	6	83	18.75	SH2-like	SH2	SH2 domain
P12931	PF00017	2	0	0	2	19	7	6	6	83	10.5263157894737	SH2-like	SH2	SH2 domain
P16333	PF00017	1	1	0	0	13	6	3	4	75	7.69230769230769	SH2-like	SH2	SH2 domain
P16591	PF00017	2	0	0	2	10	4	1	5	72	20	SH2-like	SH2	SH2 domain
P16885	PF00017	1	1	0	0	37	14	11	12	161	2.7027027027027	SH2-like	SH2	SH2 domain
P19174	PF00017	1	0	0	1	28	11	9	8	164	3.57142857142857	SH2-like	SH2	SH2 domain
P20936	PF00017	2	0	0	2	31	14	5	12	152	6.45161290322581	SH2-like	SH2	SH2 domain
P29350	PF00017	3	2	0	1	29	13	10	6	161	10.3448275862069	SH2-like	SH2	SH2 domain
P29353	PF00017	1	0	1	0	13	6	5	2	72	7.69230769230769	SH2-like	SH2	SH2 domain
P42224	PF00017	1	1	0	0	13	6	5	2	85	7.69230769230769	SH2-like	SH2	SH2 domain
P42684	PF00017	1	0	0	1	22	12	4	6	76	4.54545454545455	SH2-like	SH2	SH2 domain
P42685	PF00017	2	0	1	1	15	9	3	3	78	13.3333333333333	SH2-like	SH2	SH2 domain
P43405	PF00017	1	0	1	0	25	9	7	9	155	4	SH2-like	SH2	SH2 domain
P46108	PF00017	4	3	0	1	19	14	1	4	92	21.0526315789474	SH2-like	SH2	SH2 domain
P46109	PF00017	2	1	1	0	14	8	2	4	75	14.2857142857143	SH2-like	SH2	SH2 domain
P51451	PF00017	1	0	0	1	15	7	4	4	82	6.66666666666667	SH2-like	SH2	SH2 domain
P51813	PF00017	1	1	0	0	16	8	3	5	82	6.25	SH2-like	SH2	SH2 domain
P52630	PF00017	1	1	0	0	17	9	5	3	73	5.88235294117647	SH2-like	SH2	SH2 domain
P62993	PF00017	1	1	0	0	8	6	0	2	76	12.5	SH2-like	SH2	SH2 domain
P78314	PF00017	1	0	0	1	18	9	5	4	81	5.55555555555556	SH2-like	SH2	SH2 domain
Q06124	PF00017	5	2	0	3	29	12	10	7	162	17.2413793103448	SH2-like	SH2	SH2 domain
Q13882	PF00017	1	0	0	1	12	7	2	3	78	8.33333333333333	SH2-like	SH2	SH2 domain
Q63HR2	PF00017	1	0	1	0	13	8	2	3	93	7.69230769230769	SH2-like	SH2	SH2 domain
Q68CZ2	PF00017	2	1	1	0	13	7	3	3	96	15.3846153846154	SH2-like	SH2	SH2 domain
Q7Z7G1	PF00017	1	1	0	0	13	5	2	6	84	7.69230769230769	SH2-like	SH2	SH2 domain
Q8TC17	PF00017	1	1	0	0	10	9	0	1	56	10	SH2-like	SH2	SH2 domain
Q92835	PF00017	2	1	0	1	18	8	5	5	82	11.1111111111111	SH2-like	SH2	SH2 domain
Q9HBL0	PF00017	2	2	0	0	13	7	3	3	95	15.3846153846154	SH2-like	SH2	SH2 domain
Q9UQQ2	PF00017	1	1	0	0	8	4	3	1	78	12.5	SH2-like	SH2	SH2 domain
A6NKD9	PF10226	2	2	0	0	20	18	2	0	208	10		CCDC85	CCDC85 family
Q15834	PF10226	1	0	1	0	12	9	3	0	189	8.33333333333333		CCDC85	CCDC85 family
A6NKF1	PF03399	1	1	0	0	21	9	7	5	295	4.76190476190476	HTH	SAC3_GANP	SAC3/GANP family
A6NKG5	PF17919	1	1	0	0	13	4	5	4	103	7.69230769230769	RNase_H	RT_RNaseH_2	RNase H-like domain found in reverse transcriptase
A6NKH3	PF01780	1	1	0	0	20	8	9	3	86	5	Zn_Beta_Ribbon	Ribosomal_L37ae	Ribosomal L37ae protein family
P61513	PF01780	2	2	0	0	19	6	9	4	85	10.5263157894737	Zn_Beta_Ribbon	Ribosomal_L37ae	Ribosomal L37ae protein family
A6NKT7	PF16704	1	1	0	0	10	5	4	1	66	10		Rab_bind	Rab binding domain
O14715	PF16704	1	1	0	0	8	4	4	0	66	12.5		Rab_bind	Rab binding domain
Q7Z3J3	PF16704	1	1	0	0	10	6	4	0	66	10		Rab_bind	Rab binding domain
Q8IWJ2	PF16704	1	1	0	0	10	5	5	0	66	10		Rab_bind	Rab binding domain
Q99666	PF16704	1	1	0	0	8	4	4	0	66	12.5		Rab_bind	Rab binding domain
A6NLC5	PF15823	1	1	0	0	49	30	12	7	237	2.04081632653061		UPF0524	UPF0524 of C3orf70
A6NM11	PF13855	1	1	0	0	9	5	3	1	59	11.1111111111111	LRR	LRR_8	Leucine rich repeat
A6NMS7	PF13855	1	1	0	0	9	5	3	1	59	11.1111111111111	LRR	LRR_8	Leucine rich repeat
O00206	PF13855	1	0	0	1	83	50	24	9	412	1.20481927710843	LRR	LRR_8	Leucine rich repeat
O43300	PF13855	1	1	0	0	39	22	15	2	234	2.56410256410256	LRR	LRR_8	Leucine rich repeat
O60309	PF13855	1	1	0	0	9	5	3	1	59	11.1111111111111	LRR	LRR_8	Leucine rich repeat
O75325	PF13855	1	0	1	0	43	27	10	6	306	2.32558139534884	LRR	LRR_8	Leucine rich repeat
O75473	PF13855	1	0	0	1	39	23	12	4	237	2.56410256410256	LRR	LRR_8	Leucine rich repeat
P35858	PF13855	5	3	2	0	54	36	13	5	603	9.25925925925926	LRR	LRR_8	Leucine rich repeat
P40197	PF13855	1	1	0	0	36	23	13	0	348	2.77777777777778	LRR	LRR_8	Leucine rich repeat
Q14160	PF13855	1	1	0	0	3	3	0	0	59	33.3333333333333	LRR	LRR_8	Leucine rich repeat
Q15404	PF13855	4	1	3	0	33	14	14	5	212	12.1212121212121	LRR	LRR_8	Leucine rich repeat
Q6UXK2	PF13855	1	1	0	0	28	17	10	1	182	3.57142857142857	LRR	LRR_8	Leucine rich repeat
Q86UE6	PF13855	3	1	2	0	30	13	13	4	182	10	LRR	LRR_8	Leucine rich repeat
Q8IWK6	PF13855	2	0	2	0	25	17	7	1	119	8	LRR	LRR_8	Leucine rich repeat
Q8N967	PF13855	1	1	0	0	13	9	4	0	119	7.69230769230769	LRR	LRR_8	Leucine rich repeat
Q96AG4	PF13855	2	1	1	0	13	7	6	0	116	15.3846153846154	LRR	LRR_8	Leucine rich repeat
Q96RT1	PF13855	1	1	0	0	16	8	7	1	117	6.25	LRR	LRR_8	Leucine rich repeat
Q99645	PF13855	1	1	0	0	5	4	1	0	53	20	LRR	LRR_8	Leucine rich repeat
Q9BTT6	PF13855	2	1	1	0	18	12	6	0	176	11.1111111111111	LRR	LRR_8	Leucine rich repeat
Q9H3W5	PF13855	1	0	1	0	29	19	5	5	244	3.44827586206897	LRR	LRR_8	Leucine rich repeat
Q9H5Y7	PF13855	1	0	1	0	28	9	11	8	234	3.57142857142857	LRR	LRR_8	Leucine rich repeat
Q9UBM4	PF13855	1	1	0	0	8	4	2	2	61	12.5	LRR	LRR_8	Leucine rich repeat
Q9Y2C9	PF13855	1	1	0	0	18	15	2	1	116	5.55555555555556	LRR	LRR_8	Leucine rich repeat
A6NMK8	PF15265	3	1	2	0	104	68	30	6	533	2.88461538461538		FAM196	FAM196 family
A6NMY6	PF00191	17	7	3	7	50	20	14	16	265	34		Annexin	Annexin
P04083	PF00191	9	4	3	2	38	11	18	9	265	23.6842105263158		Annexin	Annexin
P07355	PF00191	18	7	4	7	50	20	14	16	265	36		Annexin	Annexin
P08133	PF00191	9	3	4	2	88	34	34	20	533	10.2272727272727		Annexin	Annexin
P08758	PF00191	9	4	3	2	51	18	21	12	265	17.6470588235294		Annexin	Annexin
P09525	PF00191	1	0	0	1	48	21	15	12	265	2.08333333333333		Annexin	Annexin
P12429	PF00191	5	3	0	2	48	20	17	11	265	10.4166666666667		Annexin	Annexin
P13928	PF00191	1	0	1	0	50	19	19	12	265	2		Annexin	Annexin
P20073	PF00191	1	1	0	0	46	20	16	10	265	2.17391304347826		Annexin	Annexin
P50995	PF00191	3	1	1	1	42	21	12	9	265	7.14285714285714		Annexin	Annexin
Q5VT79	PF00191	1	0	1	0	50	19	19	12	265	2		Annexin	Annexin
Q9UJ72	PF00191	1	1	0	0	36	12	9	15	265	2.77777777777778		Annexin	Annexin
A6NMZ7	PF00092	1	0	0	1	206	110	66	30	1376	0.485436893203883	vWA-like	VWA	von Willebrand factor type A domain
A8TX70	PF00092	3	2	1	0	262	124	94	44	1571	1.14503816793893	vWA-like	VWA	von Willebrand factor type A domain
O15232	PF00092	1	1	0	0	33	15	13	5	175	3.03030303030303	vWA-like	VWA	von Willebrand factor type A domain
O43405	PF00092	1	1	0	0	50	23	20	7	350	2	vWA-like	VWA	von Willebrand factor type A domain
